Observer;SessionID;Block;Trial;OnsetDelay;Yellow;Switch;SwitchTime;Gap;Direction;Response;RT
SJW88m;2017-05-30-10-51-29;1;1;1,15347654816;True;right;1,5;0,15;1;left;2,9880001545
SJW88m;2017-05-30-10-51-29;1;2;0,822884923471;False;left;1,3;0,15;1;left;1,46700000763
SJW88m;2017-05-30-10-51-29;1;3;0,848080929628;True;right;1,9;0,0;1;right;1,22399997711
SJW88m;2017-05-30-10-51-29;1;4;0,981688914565;False;left;1,9;-0,15;1;left;1,54600000381
SJW88m;2017-05-30-10-51-29;1;5;1,10074812652;True;left;1,7;0,0;-1;left;0,556999921799
SJW88m;2017-05-30-10-51-29;1;6;1,01788133879;False;both;1,7;-0,15;1;both;1,13199996948
SJW88m;2017-05-30-10-51-29;1;7;1,08073840769;True;neither;1,9;0,0;1;neither;1,03199982643
SJW88m;2017-05-30-10-51-29;1;8;1,1014392002;False;neither;1,5;0,0;-1;neither;0,97200012207
SJW88m;2017-05-30-10-51-29;1;9;0,978769051483;True;left;1,5;0,15;1;left;0,446000099182
SJW88m;2017-05-30-10-51-29;1;10;1,11208301944;False;left;1,1;0,15;1;left;0,746999979019
SJW88m;2017-05-30-10-51-29;1;11;0,929728237818;True;left;1,1;-0,15;-1;left;1,10800004005
SJW88m;2017-05-30-10-51-29;1;12;0,946400680611;False;right;1,7;-0,15;1;right;0,401000022888
SJW88m;2017-05-30-10-51-29;1;13;1,10983852826;True;both;1,1;-0,15;1;right;1,76300001144
SJW88m;2017-05-30-10-51-29;1;14;0,863795397417;False;right;1,9;0,15;-1;right;0,411999940872
SJW88m;2017-05-30-10-51-29;1;15;1,19583414816;True;both;1,7;0,15;-1;left;1,64399981499
SJW88m;2017-05-30-10-51-29;1;16;0,98531468887;False;left;1,9;0,15;-1;neither;0,947000026703
SJW88m;2017-05-30-10-51-29;1;17;0,854198154801;True;left;1,9;-0,15;-1;right;2,5529999733
SJW88m;2017-05-30-10-51-29;1;18;1,13431597877;False;neither;1,7;0,15;1;neither;1,06999993324
SJW88m;2017-05-30-10-51-29;1;19;0,829313859175;True;right;1,7;0,15;1;right;0,491000175476
SJW88m;2017-05-30-10-51-29;1;20;0,931600864453;False;both;1,3;0,0;-1;right;4,4889998436
SJW88m;2017-05-30-10-51-29;1;21;0,993985427242;True;both;1,7;0,0;-1;left;0,635999917984
SJW88m;2017-05-30-10-51-29;1;22;1,1379437548;False;left;1,9;0,0;1;left;0,430999994278
SJW88m;2017-05-30-10-51-29;1;23;0,990717763738;True;right;1,9;-0,15;1;right;0,44000005722
SJW88m;2017-05-30-10-51-29;1;24;0,804891773573;False;right;1,3;-0,15;-1;neither;2,03600001335
SJW88m;2017-05-30-10-51-29;1;25;1,1115597143;True;left;1,7;0,15;-1;left;2,63900017738
SJW88m;2017-05-30-10-51-29;1;26;0,967493427129;False;neither;1,3;0,0;-1;neither;0,865000009537
SJW88m;2017-05-30-10-51-29;1;27;1,01058960978;True;neither;1,3;-0,15;-1;neither;0,583999872208
SJW88m;2017-05-30-10-51-29;1;28;0,871500370502;False;left;1,5;-0,15;1;neither;0,480999946594
SJW88m;2017-05-30-10-51-29;1;29;0,869561171874;True;left;1,1;-0,15;-1;neither;0,426000118256
SJW88m;2017-05-30-10-51-29;1;30;1,14982134672;False;neither;1,1;0,15;1;neither;0,906000137329
SJW88m;2017-05-30-10-51-29;1;31;0,90792131094;True;both;1,5;0,15;-1;neither;0,793999910355
SJW88m;2017-05-30-10-51-29;1;32;0,803902958897;False;right;1,3;0,0;-1;right;0,46799993515
SJW88m;2017-05-30-10-51-29;1;33;1,11107669445;True;right;1,7;0,0;1;neither;0,87700009346
SJW88m;2017-05-30-10-51-29;1;34;0,987957287215;False;left;1,7;0,15;-1;left;0,6859998703
SJW88m;2017-05-30-10-51-29;1;35;0,808822254914;True;right;1,7;0,15;-1;right;0,693000078201
SJW88m;2017-05-30-10-51-29;1;36;1,03185938875;False;both;1,1;0,15;1;neither;0,743000030518
SJW88m;2017-05-30-10-51-29;1;37;0,806524257853;True;left;1,3;-0,15;-1;neither;0,904000043869
SJW88m;2017-05-30-10-51-29;1;38;1,14927485684;False;neither;1,5;-0,15;-1;neither;0,604999780655
SJW88m;2017-05-30-10-51-29;1;39;1,08959415572;True;right;1,5;0,0;-1;both;1,88000011444
SJW88m;2017-05-30-10-51-29;1;40;1,18927419757;False;neither;1,1;-0,15;1;neither;1,06300020218
SJW88m;2017-05-30-10-51-29;1;41;0,830101966126;True;both;1,1;0,0;-1;neither;0,575999975204
SJW88m;2017-05-30-10-51-29;1;42;0,982759276435;False;left;1,5;0,0;1;neither;0,805000066757
SJW88m;2017-05-30-10-51-29;1;43;0,883535522596;True;both;1,3;-0,15;-1;both;0,585999965668
SJW88m;2017-05-30-10-51-29;1;44;1,00312733165;False;left;1,9;0,15;1;left;0,40700006485
SJW88m;2017-05-30-10-51-29;1;45;1,01959336331;True;right;1,7;-0,15;-1;right;1,06200003624
SJW88m;2017-05-30-10-51-29;2;1;1,02649531283;False;right;1,5;0,15;1;left;0,707000017166
SJW88m;2017-05-30-10-51-29;2;2;0,996725841119;True;left;1,3;0,15;1;neither;0,463999986649
SJW88m;2017-05-30-10-51-29;2;3;0,850962663527;False;right;1,9;0,0;-1;neither;0,414000034332
SJW88m;2017-05-30-10-51-29;2;4;0,959643162961;True;left;1,9;-0,15;1;left;0,986000061035
SJW88m;2017-05-30-10-51-29;2;5;1,1423865108;False;left;1,7;0,0;-1;neither;0,536999940872
SJW88m;2017-05-30-10-51-29;2;6;0,945664322053;True;both;1,7;-0,15;1;neither;0,709000110626
SJW88m;2017-05-30-10-51-29;2;7;1,14340490905;False;neither;1,9;0,0;1;neither;0,466000080109
SJW88m;2017-05-30-10-51-29;2;8;0,962466545288;True;neither;1,5;0,0;1;neither;0,43700003624
SJW88m;2017-05-30-10-51-29;2;9;0,89826889336;False;left;1,5;0,15;-1;neither;0,586999893188
SJW88m;2017-05-30-10-51-29;2;10;0,875130348814;True;left;1,1;0,15;1;neither;0,499000072479
SJW88m;2017-05-30-10-51-29;2;11;1,09782593452;False;left;1,1;-0,15;-1;neither;0,478999853134
SJW88m;2017-05-30-10-51-29;2;12;1,08873225861;True;right;1,7;-0,15;-1;right;0,740000009537
SJW88m;2017-05-30-10-51-29;2;13;1,06469059048;False;both;1,1;-0,15;1;neither;0,612999916077
SJW88m;2017-05-30-10-51-29;2;14;0,837359084983;True;right;1,9;0,15;-1;neither;0,618999958038
SJW88m;2017-05-30-10-51-29;2;15;1,08941305582;False;both;1,7;0,15;-1;right;0,580000162125
SJW88m;2017-05-30-10-51-29;2;16;1,15215017022;True;left;1,9;0,15;-1;neither;0,664999961853
